finalEmotion,anger,trust,fear,sadness,anticipation,disgust,surprise,joy,positive,negetive,Year,Term,Course,Question,tokens,Comments
trust,0,1,0,0,0,0,0,0,1,0,2016,Fall 2016 Midterm,Knowledge Disc in Databases,Why do you find these activities most helpful,instant understanding topics,"Instant understanding of topics.
"
trust,0,1,0,0,0,0,0,0,2,0,2016,Fall 2016 Midterm,Knowledge Disc in Databases,Why do you find these activities most helpful,provide detailed info learning,"They provide detailed info for learning
"
trust,0,1,0,0,0,0,0,1,1,0,2016,Fall 2016 Midterm,Knowledge Disc in Databases,Why do you find these activities most helpful,submitting assignments the class finds helpful,"Submitting the assignments in the class itself finds helpful to me
"
anticipation,0,0,0,0,1,0,0,0,1,1,2016,Fall 2016 Midterm,Knowledge Disc in Databases,Why do you find these activities most helpful,helps leaen things immediately,"Helps to leaen things immediately
"
trust,0,1,0,0,1,0,0,1,2,0,2016,Fall 2016 Midterm,Knowledge Disc in Databases,Why do you find these activities most helpful,get share knowledge,"Get to share knowledge
"
trust,0,2,0,0,0,0,0,0,1,1,2016,Fall 2016 Midterm,Knowledge Disc in Databases,Why do you find these activities most helpful,helps understanding subject practicing mathematical aspects,"Helps understanding subject and practicing mathematical aspects of KDD
"
sadness,0,0,0,1,0,0,0,0,0,1,2016,Fall 2016 Midterm,Knowledge Disc in Databases,Why do you find these activities most helpful,mid term questions tough challenging,"Mid Term questions are tough and challenging
"
trust,0,1,0,0,0,0,0,0,0,0,2016,Fall 2016 Midterm,Cloud Comp for Data Analysis,Why do you find these activities most helpful,taught practical approach,"Taught me the practical approach
"
trust,0,1,0,0,0,0,0,0,1,0,2016,Fall 2016 Midterm,Cloud Comp for Data Analysis,Why do you find these activities most helpful,helps us learn team work coordination,"Helps us learn more about team work and coordination
"
trust,0,1,0,0,0,0,0,1,2,0,2016,Fall 2016 Midterm,Cloud Comp for Data Analysis,Why do you find these activities most helpful,helpful getting job,"It is helpful in getting job
"
trust,0,1,0,1,1,0,1,1,2,1,2016,Fall 2016 Midterm,Pre-dissertation Research,Which course activities do you find least helpful to your learning,setting hardware bananas i'm grateful good hardware work setting up us is tough,"Setting up the hardware is bananas. I'm grateful that I have good hardware to work with, but setting up GPUs is - tough.
"
trust,0,1,0,0,1,0,0,0,3,0,2016,Fall 2016 Midterm,Cloud Comp for Data Analysis,Why do you find these activities least helpful,lectures low quality the impression the teacher prepare lectures well,"The lectures are low quality. I have the impression that the teacher doesn't prepare lectures well.
"
trust,0,2,1,0,2,0,0,1,2,0,2016,Fall 2016 Midterm,Pre-dissertation Research,Why do you find these activities least helpful,mind learning pretty sure next week another way it everything i've done will be deprecated simply there dozens sets of instructions also right way to do it but hey that's it works can't change it,"I don't mind learning it, but I am pretty sure by next week there will be another way to do it and everything I've done will be deprecated, simply because there are dozens of sets of instructions that were once also the right way to do it. But hey, that's how it works. You can't change it.
"
trust,0,1,0,0,0,0,0,0,1,0,2013,Spring 2013,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,effective presentation,"Effective Presentation
"
trust,0,1,0,0,1,0,0,0,1,0,2013,Spring 2013,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,instructor successfully makes ahr class bearable,"Instructor successfully makes a 3hr class bearable
"
anticipation,0,2,0,0,3,0,3,3,4,0,2013,Spring 2013,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,liked presentations good idea chance learn outside the classroom liked the online exams needed little bit of studying glad got good the presentation and the exams,"I liked doing the presentations, and it was a good idea, a chance to learn outside of the classroom. I liked the online exams only needed a little bit of studying. I am glad I got a good on the presentation and the exams.
"
trust,0,2,0,0,0,0,0,1,4,0,2013,Spring 2013,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,agreeable workload easygoing professor questions welcomed answered,"Very agreeable workload, easygoing professor, questions welcomed and answered.
"
trust,0,1,0,0,0,0,0,0,2,0,2013,Spring 2013,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,demonstrates deep understanding material makes class interesting interactive,"Demonstrates deep understanding of material. Makes class interesting and interactive.
"
trust,0,2,0,0,1,0,1,1,2,0,2013,Spring 2013,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,good information well taught,"Good information, well taught
"
fear,0,0,1,0,0,0,0,0,0,0,2013,Spring 2013,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,project homework,"Hw and project
"
anticipation,0,0,0,0,1,0,0,0,1,0,2013,Spring 2013,Operating Syst and Networking,Please list outstanding strengths of the course and/or instructor,patient,"Patient
"
fear,0,0,1,0,0,0,0,0,3,1,2013,Spring 2013,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,lectures boring difficult learn anything the material the tests came directly from the book and from lecture tests were open book advantage to going to class and paying attention,"The lectures were boring and difficult to learn anything from. The material on the tests came directly from the book and not from lecture. Tests were open book so there was no advantage to going to class and paying attention.
"
anticipation,0,0,0,0,1,0,0,0,0,0,2013,Spring 2013,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,less board writing little powerpoints,"Less board writing, a little for Powerpoints.
"
trust,0,1,0,0,0,0,0,0,1,0,2013,Spring 2013,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,nothing easy class teacher,"Nothing it's very easy class because of teacher
"
trust,0,1,0,0,0,0,0,0,2,0,2013,Spring 2013,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,professor needs monotone make class interesting,"Professor needs to not me monotone, or make the class more interesting
"
anticipation,0,0,0,0,2,0,1,1,2,0,2013,Spring 2013,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,enthusiasm teaching less monotone delivery,"More enthusiasm when teaching. Less monotone delivery.
"
trust,0,1,1,0,1,0,1,1,1,0,2013,Spring 2013,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,good presenter accent bit difficult understand,"Good presenter but accent is a bit difficult to understand.
"
trust,0,1,0,0,0,0,0,0,2,0,2013,Spring 2013,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,lecture periods added little the text off-text in-depth lectures welcome let the reading assignments cover the basics code examples scratch class to demonstrate algorithms engage students to collaborate more discussion and interaction needed,"The lecture periods added little to the text. More off-text or in-depth lectures welcome. Let the reading assignments cover the basics. Code examples from scratch during class to demonstrate algorithms and engage students to collaborate. More discussion and interaction needed!
"
fear,0,0,2,0,0,0,0,0,0,0,2013,Spring 2013,Operating Syst and Networking,Please suggest areas for improvement of the course and/or instruction method,sometimes homework assigned particular day the homework was useful,"Sometimes the homework was not assigned on a particular day. The homework was useful.
"
trust,0,1,0,0,1,0,1,1,1,0,2013,Spring 2013,Operating Syst and Networking,"Please provide other observations, comments, or suggestions",shows cares much students make efforts help succeed,"Shows that she cares very much about students and make efforts to help them succeed.
"
trust,0,1,0,0,1,0,1,1,1,0,2013,Spring 2013,Operating Syst and Networking,"Please provide other observations, comments, or suggestions",good,"Good
"
trust,0,1,0,0,1,0,0,0,1,0,2014,Spring 2014,Operating Systems and Networking,Please list outstanding strengths of the course and/or instructor,materials well prepared,"Your materials are well prepared.
"
trust,0,2,0,0,1,0,0,0,1,0,2014,Spring 2014,Operating Systems and Networking,Please list outstanding strengths of the course and/or instructor,students see course taught this instructor coasting course work get,"Most students see this course, taught by this instructor as a coasting course. Do the work and you will get an A.
"
trust,0,1,0,0,0,0,0,0,1,0,2014,Spring 2014,Operating Systems and Networking,Please list outstanding strengths of the course and/or instructor,nice professor work matter circumstance,"Very nice professor. She will work with you no matter the circumstance.
"
trust,0,1,1,0,0,0,0,0,1,0,2014,Spring 2014,Operating Systems and Networking,Please list outstanding strengths of the course and/or instructor,provides slides notes explain difficult material,"Provides slides and notes to explain difficult material.
"
trust,0,1,0,1,0,1,0,1,3,0,2014,Spring 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,course great wish would class it was offered online i'm interested in computer networking angelina tzacheva handles course setup very well the a's also very helpful needed assistance anything regarding the course,"The course was great, I wish I would have had it in class, but it was offered online. I'm very interested in computer networking, Angelina Tzacheva handles this course setup very well. The TA's were also very helpful when you needed assistance with anything regarding the course. AWESOME CLASS!!!
"
fear,0,0,1,0,0,0,0,0,0,0,2014,Spring 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,learned great amount course homework allowed solidify comprehension the material,"I learned a great amount during this course. The homework allowed me to solidify my comprehension of the material.
"
trust,0,1,0,0,0,0,0,1,1,0,2014,Spring 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,made read book even though it online class was helpful make sure learned the concepts,"It made you read the book even though it was an online class. This was helpful to make sure we learned the concepts.
"
trust,0,1,0,0,0,0,0,1,1,0,2014,Spring 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,text excellent,"The text was excellent.
"
trust,0,1,0,0,1,0,0,0,1,0,2014,Spring 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,online course never met instructor,"This is an online course. I never met the instructor
"
trust,0,3,0,0,2,1,1,1,3,1,2014,Spring 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,course strengths online no feedback teacher the assignments tests simply required look the book and copy the answers finally the project assignment had nothing to with the course and required advanced coding skills neither prerequisite taught the class,"This course had no strengths, as it was online with no feedback from the teacher or TA, the assignments and tests simply required you to look through the book and copy the answers. Finally the project assignment had nothing to do with the course and required advanced coding skills that were neither a prerequisite nor taught in the class.
"
trust,0,1,0,0,0,0,0,0,1,0,2014,Spring 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,class structure enjoyable,"The class structure was enjoyable.
"
trust,0,2,0,0,1,0,0,0,2,0,2014,Spring 2014,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,book teacher even know the instructor's name the top my head,"The book was my teacher. I don't even know the instructor's name off the top of my head.
"
anticipation,0,0,0,0,1,0,0,0,1,0,2014,Spring 2014,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,attendance greater percentage final grade,"Attendance should be a greater percentage of the final grade.
"
trust,2,7,3,2,6,4,3,2,14,9,2014,Spring 2014,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,problem the work get teaches students nothing the actual subject material lot different ways this course taught and this instructor ensures is taught in way seem excited about this course the students learning about the subject material anything really it is very sad the book is terrible get rid of it it is waste of money and effort read of the information in the book is dated the questions in the book rarely connect with the actual chapter material anyway the book is the basis tests for student to well in this course you need to understand the actual material to do well in this course you really need to be able to do is read the book this is useless question the test is set to trick you without testing knowledge your reading comprehension skills the tests don't test you test you the book the homework questions for the material are waste of time and really reflected in the tests this wastes everyone's time the lecture is boring and value she essentially vomits information on the board guided powerpoint for students fact memory and regurgitation without context or true understanding,"The problem with doing the work and you will get an A is in how this teaches students nothing about the actual subject material. There are a lot of different ways this course can be taught and this instructor ensures it is taught in a very BORING way. She doesn't seem excited about this course, the students learning about the subject material, or anything really. It is very sad. The book is terrible. Get rid of it. It is a waste of money and effort to read. Most of the information in the book is dated. The questions in the book rarely connect with the actual chapter material anyway. The book is the basis for tests. For a student to do well in this course, you don't need to understand the actual material. To do well in this course all you really need to be able to do is read the book. This is useless. Each question on the test is set up to trick you without testing your knowledge, only your reading comprehension skills. The tests don't test you, they test you against the book. The homework questions for the material are a waste of time and aren't really reflected in the tests. This wastes everyone's time. The lecture is boring and has no value as she essentially ""vomits"" information on the board ""guided"" by a powerpoint. For students its just fact memory and then regurgitation without context or true understanding.
"
anticipation,0,0,0,0,1,0,0,0,2,2,2014,Spring 2014,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,text somewhat antiquated also information read presented opportunity interact and engage material is somewhat lacking,"Text somewhat antiquated; also, information is read and presented, but opportunity to interact with and engage the material is somewhat lacking
"
trust,1,4,2,1,2,0,1,1,3,2,2014,Spring 2014,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,seem really passionate care topics suspect you us presentations that you to instruct understand you that crazy about class if you don't care about taught you can't expect us to,"You don't seem to really be very passionate/care at all about the topics. I suspect that you had us do presentations so that you wouldn't have to instruct yourself. I understand if you aren't that crazy about this class, but if you don't care about what is being taught, you can't expect us to.
"
trust,1,2,1,1,0,0,0,0,3,3,2014,Spring 2014,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,teaching style boring power point exact text the book written on the whiteboard in the end the tests even learned about whether you could figure what one little word in multiple choice the professor changed change the meaning the answer lot of answers were or or very cumbersome and annoying testing style,"Teaching style is very boring. A power point on the exact text in the book and then written again on the whiteboard. In the end the tests weren't even about what you ""learned"" they were about whether you could figure out what one little word in each multiple choice the professor had changed to change the meaning of the answer. A lot of answers were 1 & 2 or 1 & 2 & 3 or 1 & 3 or 2 & 3.. very cumbersome and annoying testing style.
"
trust,0,1,0,0,0,0,0,0,3,0,2014,Spring 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,assign reading questions book assign programming project that's way the league of students level,"Do more than just assign reading and questions from the book. Don't assign a programming project that's way out of the league of students at this level.
"
trust,0,3,1,0,0,0,0,0,2,0,2014,Spring 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,little communication students professor professor would respond e-mail requesting support homework projects,"Very little communication with students from the professor. Professor would not respond to e-mail requesting support on homework and projects.
"
anticipation,0,1,0,0,2,0,0,1,3,0,2014,Spring 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,new text would one place start bought another book supplement to help much better written easier to understand giving power point presentations interaction explanation asinine needs to be better videos and or power points need to be accompanied sort of explanation reading and teaching is pay my education,"A new text would be one place to start. I bought another book as a supplement to help. It was much better written and easier to understand. Giving PowerPoint presentations that have no interaction or explanation is just asinine. There needs to be better videos and more of them or the PowerPoints need to be accompanied with some sort of explanation. Reading and teaching myself on my own is NOT why I pay UNCC for my education.
"
trust,0,2,0,0,1,0,0,0,1,0,2014,Spring 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,book course need correlate appropriately the project course relevant to the material covered the course is appropriate to assigned due to the fact material required for the project is another edition the book the one required for the course,"The book and course need to correlate appropriately the project for this course is not relevant to the material covered in the course nor is it appropriate to be assigned due to the fact that material required for the project is from another edition of the book other than the one required for the course itself.
"
trust,0,3,0,2,1,1,1,1,4,2,2014,Spring 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,emailed teacher get response weeks later disappointing the email was major programming assignment needed lot help the teacher finally emailed back it was late help that point,"I emailed the teacher and didn't get a response until 3 weeks later. It was very disappointing because the email was about a major programming assignment that I needed a lot of help with. When the teacher finally emailed back, it was too late for help at that point.
"
anticipation,0,2,0,0,3,1,1,1,5,0,2014,Spring 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,class would greatly improved many things primarily this course be purely online course online format not conducive learning secondly the project the course should not be coding project scope as the one currently required the project comes from the third edition of the textbook uses source code from edition of the book that is incomplete this code and project since removed from the newer editions of the textbook finally this course's website needs to be updated from current form the current course website the appearance of several years old and multiple mentions of blackboard,"This class would be greatly improved by many things. Primarily this course should not be a purely online course, as the online format is not conducive to learning. Secondly the project from the course should not be a coding project of such scope as the one currently required. The project comes from the Third edition of the textbook, and uses source code from that edition of the book that is incomplete. This code and project have since been removed from the newer editions of the textbook. Finally this course's website needs to be updated from it's current form. The current course website has the appearance of being several years old, and there are multiple mentions of Blackboard.
"
trust,0,1,0,0,1,0,1,1,1,0,2014,Spring 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,possibly links coursera course covers the material good lectures,"Possibly links to the coursera course that covers the same material, very good lectures there
"
trust,0,4,0,0,0,0,0,0,5,0,2014,Spring 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,absolutely instruction provided course was effectively timed reading the textbook cover cover text material was advanced testing was shallow and consisted mostly of questions project requirements confusing and the major goal of the project was covered great depth in the course it felt like project was assigned for the sake of claiming midterm project was assigned got,"There was absolutely no instruction provided for the course, and it was effectively a timed reading of the textbook from cover to cover. Text material was advanced, but testing was shallow and consisted mostly of ""gotcha"" questions. Project requirements were confusing, and the major goal of the project was not covered in great depth in the course. It felt like a project that was assigned for the sake of claiming a midterm project was assigned.
"
trust,0,1,0,0,0,0,0,0,2,1,2014,Spring 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,final project poorly explained the and professor offered assistance project needs reworked,"The final project was poorly explained and the TA and professor offered no assistance. This project needs to be reworked.
"
trust,0,2,1,1,0,0,0,0,1,1,2014,Spring 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,problem the course the project given the students the given project appeared bit related to the course seemed advanced the material that was taught,"The only problem that I had with the course was the project given to the students. The given project appeared a bit related to the course but seemed very advanced from the material that was taught.
"
trust,0,1,0,0,1,0,0,1,1,0,2014,Spring 2014,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,none perfect,"None. Perfect.
"
trust,0,3,0,0,2,0,0,1,6,1,2014,Spring 2014,Operating Systems and Networking,"Please provide other observations, comments, or suggestions",students expected pay attention to ask questions to groups group presentations however professor supposed to grading the presentations would fail to the often would boyfriend class sitting the back the class and playing pad and giggling paying attention at heard several things the students presenting on that were wrong the professor never caught called it,"Students were expected to pay attention to and ask questions to groups doing group presentations. However, the professor who was supposed to be grading the presentations would fail to do the same. Often she would have her boyfriend in class, sitting at the back of the class and playing on an iPad with him and giggling, not paying attention at all. I heard several things that the students presenting on that were wrong but the professor never caught it or called it out.
"
trust,0,1,0,0,0,0,0,0,1,0,2014,Spring 2014,Operating Systems and Networking,"Please provide other observations, comments, or suggestions",nice professor enjoyed class,"Very nice professor, enjoyed the class
"
trust,0,5,2,0,1,0,0,2,6,2,2014,Spring 2014,Operating Systems and Networking,"Please provide other observations, comments, or suggestions",book gets content for brevity please make assignments intelligent your gave straight pass fail questions put effort got an heck know for fact half the answers gave flat-out wrong and got assign more intelligent projects ones that in groups may more difficult for grade and suspect that's you assign but learned nothing you semister the book the lectures were dry grant that this topic drier week-old package of saltine crackers in the sahara but you could try to make it more appealing like more clever code examples something maybe program raspberry pis arduino it could be better,"Book gets an A+ for content, but a D- for brevity. Please make your assignments more intelligent. Your TA gave a straight pass/fail on the questions, so I put in no effort and got an A. Heck! I know for a fact that half of the answers I gave were flat-out wrong and I got 100%. Assign more intelligent projects; ones that are NOT in groups. It may be more difficult for you to grade, and I suspect that's why you didn't assign any, but I learned nothing from you. this semister. IT was all the book, because the lectures were too dry. I grant that this topic is drier than a week-old package of saltine crackers in the Sahara, but if you could try SOMETHING to make it more appealing, (like more clever code examples or something? Maybe program Raspberry Pis? Arduino?) it could be better.
"
trust,0,1,0,0,0,0,0,0,1,0,2014,Spring 2014,Operating Systems and Networking,"Please provide other observations, comments, or suggestions",professor appears genuinely care students open to questions point lecture,"Professor appears to genuinely care for her students and is open to questions at any point of a lecture.
"
trust,3,5,2,2,4,4,1,1,5,6,2014,Spring 2014,Operating Systems and Networking,"Please provide other observations, comments, or suggestions",fire instructor business teaching course this way methods disgrace higher education general slap in face to the students are forced to take this course implement arduino's and building operating system in students write linux kernel something remotely innovative challenges students and makes their time feel like valued this course is complete waste time in current form this instructor charlotte and the college of computing and informatics ashamed of this kind of shoddy work,"Fire this instructor. She has no business teaching any course this way. Her methods are a disgrace to higher education in general and a slap in the face to the students who are forced to take this course. Implement arduino's and building an operating system in those. Or have students write their own Linux kernel. Something remotely innovative that challenges students and makes their time feel like it is valued. This course is a complete waste of time in its current form with this instructor. UNC Charlotte and the College of Computing and Informatics should be ashamed of this kind of shoddy work!
"
trust,0,1,0,0,1,0,0,1,1,0,2014,Spring 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",great providing answers helping the project,"The TA was great providing answers and helping with the project.
"
trust,0,2,0,0,1,0,1,2,2,1,2014,Spring 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",projects might helpful tests accurately determine proficiency the subject,"A few more projects might have been helpful. The tests did not accurately determine proficiency on the subject.
"
trust,0,2,0,0,1,0,0,0,3,0,2014,Spring 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",feel could gotten benefit course reading the text consulting solutions manual the exercises gained absolutely nothing from the instructor i'd hesitate call class,"I feel that I could have gotten the same benefit from this course by reading the text myself, and consulting a solutions manual for the exercises. I gained absolutely nothing from the instructor, so I'd hesitate to call it a ""class.""
"
anticipation,0,1,0,0,2,0,0,0,1,1,2014,Spring 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",programming project instructions incredibly vague required significant programming knowledge provided prerequisite courses,"Programming project instructions were incredibly vague and required more significant programming knowledge than provided in prerequisite courses.
"
trust,0,3,0,0,1,0,0,1,4,0,2014,Spring 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",course website the teacher makes the claim responding emails within hours except weekends holidays however found the response time like several weeks is also mention that the teacher is available to meet students if need help however all of attempted communications there never discussion of setting meeting may have resolved things much quicker,"On the course website the teacher makes the claim of responding to emails ""within 24 hours (except for weekends, or holidays)"" however I have found that the response time is more like several weeks, if at all. There is also a mention that the teacher is available to meet with students if they need help, however in all of my attempted communications there was never any discussion of setting up a meeting, which may have resolved things much quicker.
"
trust,0,1,0,0,0,0,1,0,0,0,2014,Spring 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",steady schedule course assignments days switched missed assignment,"A steady schedule for course assignments. The days switched once and I missed an assignment because of it.
"
trust,0,10,1,2,3,0,1,1,14,7,2014,Spring 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",class important opinion taught on-line this is myth on-line class disasters professors see the class distraction instead real class work full-time need the on-line option want to learn the subject wanted to read book and expect to learn is would and save myself the pain of paying the class know this subject so wanted to be educated in the subject learn things sure read the book want someone to be able to explain the things tough time grasping had project that grade that through interaction with fellow classmates don't think one person truly understood we had to code something that was never really taught except high level conceptual level that is just fair,"This class is too important in my opinion to be taught on-line. This is my 4th on-line class through UNCC and they all have been disasters. The professors see the class as a distraction instead of a real class. I work full-time so I need the on-line option, but I want to learn the subject. If I just wanted to read a book and expect myself to learn it, that is what I would do and save myself the pain of paying for the class. I don't know this subject so I wanted to be educated in the subject. Did I learn some things? Sure, I read the book. I want someone to be able to explain the things I had a tough time with grasping. We had a project that was 20% or our grade that through interaction with fellow classmates I don't think one person truly understood. We had to code something that was never really taught except on a high level conceptual level. That is just not fair.
"
sadness,0,0,0,1,1,0,0,0,1,1,2014,Spring 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",assigning material previous edition book totally unacceptable use information from the text deem required the course,"Assigning material from a previous edition of the book is totally unacceptable. Use information from the text you deem required for the course.
"
trust,0,1,0,0,0,0,0,0,2,0,2014,Spring 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",may beneficial future the teacher teaches,"It may be beneficial in the future if the teacher teaches.
"
trust,0,1,0,0,0,0,0,0,1,0,2014,Spring 2014,Intro to Computer Networks,"Please provide other observations, comments, or suggestions",nice professor,"Nice professor
"
trust,0,1,0,0,1,0,0,0,1,0,2015,Spring 2015,Operating Systems and Networking,Please list outstanding strengths of the course and/or instructor,online can't really say know anything instructor,"It's online, so I can't really say that I know anything about the instructor.
"
fear,0,0,1,0,1,0,0,0,0,0,2015,Spring 2015,Operating Systems and Networking,Please list outstanding strengths of the course and/or instructor,homework due consistently throughout semester was moved around result exams greatly helped remember assignments due,"Homework was due consistently throughout the semester and was only moved around as a result of exams which greatly helped remember when assignments were due.
"
trust,0,2,0,0,1,0,1,1,2,0,2015,Spring 2015,Operating Systems and Networking,Please list outstanding strengths of the course and/or instructor,great course took online deal professor,"Great course, but I took it online, I didn't deal with the professor
"
trust,0,4,0,1,1,0,0,1,4,1,2015,Spring 2015,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,instructor best dull technical topic students already general understanding need the specifics and technical details class offers is hard make that engaging,"Instructor is doing the best she can on a dull and technical topic, that most students already have a general understanding of, but need the specifics and technical details this class offers. It is hard to make that engaging.
"
trust,0,2,0,0,2,0,0,1,2,0,2015,Spring 2015,Intro to Computer Networks,Please list outstanding strengths of the course and/or instructor,instructor friendly,"The instructor is friendly.
"
trust,0,1,1,0,1,0,1,0,1,0,2015,Spring 2015,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,group work difficult online especially group members expect everyone meet person required online courses,"Group work is difficult online, especially when some group members expect everyone to meet in person. This should not be required for online courses.
"
trust,0,1,0,0,0,0,0,0,1,0,2015,Spring 2015,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,grading seems determine ever the the semester professor feel like grading little consistent,"The grading seems to determine on who ever the TA is for the semester. I had this professor before. I feel like grading should be a little more consistent.
"
fear,0,0,2,0,1,0,1,1,2,1,2015,Spring 2015,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,whole semester the homework assignments short answer questions bar single programming question unexpected feel rather unnecessary was programming course likewise the group project we did parts that felt were rather unnecessary as this was not programming course,"Out of the whole semester, all the homework assignments we did were short answer questions, bar a single programming question. It was unexpected and I feel rather unnecessary, as this was not a programming course. Likewise, the group project that we did had parts that I felt were rather unnecessary, as this was not a programming course.
"
trust,0,3,2,0,1,0,0,2,7,0,2015,Spring 2015,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,would liked something better reading textbook the course also powerpoint slides the pretty much just had the pictures the textbook felt the group project have worth homework project should worth the amount feedback homework not helpful extra credit opportunities and no reminders assignments,"I would have liked something better than just reading the textbook for the course. She also had powerpoint slides, but the pretty much just had the pictures from the textbook. I felt that the group project should have been worth more. Homework and a project should not be worth the same amount. Feedback on homework was not helpful. No extra credit opportunities and no reminders about assignments.
"
trust,0,1,0,0,0,0,0,0,1,0,2015,Spring 2015,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,better slides professor,"Better slides from the professor.
"
trust,0,2,0,0,0,0,0,0,2,0,2015,Spring 2015,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,instruction method teacher is actually the book the work is also the book,"There is no instruction method. The teacher is actually the book and the work is also the book.
"
anticipation,0,0,1,1,2,0,0,0,3,1,2015,Spring 2015,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,course straight forward ready practice problems test know what's expected you problem is there's assignments thend test there's no way practice material,"Course is very straight forward. Ready, practice problems, test. You know what's expected of you. Only problem is that there's no assignments after the 2nd test so there's no way to practice material.
"
trust,0,3,0,0,0,0,0,0,3,0,2015,Spring 2015,Operating Systems and Networking,Please suggest areas for improvement of the course and/or instruction method,professor guide the student the book the material heavy online course the professor was not active,"The professor did not guide the student through the book, the material was too heavy for an online course. The professor was not active at all.
"
trust,0,3,0,0,0,0,0,0,5,0,2015,Spring 2015,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,class minutes per week one meeting online rest hybrid course drop the group project giving hour presentation slides basically teaching part the course better the professor may add without oral intensive course the structure of course the professor uses based class meetings everything except the group presentation is online,"Class should be 75 minutes per week, one meeting, then online for the rest, so a hybrid course. Drop the group project, because we are giving a 1+ hour presentation with 30+ slides, and basically teaching part of the course (better than the professor I may add) without it being an Oral Intensive course. The structure of this course that the professor uses is not based on class meetings. Everything except the group presentation is online.
"
trust,0,1,0,0,0,0,0,0,1,0,2015,Spring 2015,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,less student teaching professor lecturing,"Less student teaching, more professor lecturing.
"
trust,0,2,0,0,2,0,1,1,3,0,2015,Spring 2015,Intro to Computer Networks,Please suggest areas for improvement of the course and/or instruction method,course laid like online class an attendance policy was reason attend class to marked present work tests done home with the exception one presentation,"The course was laid out like an online class with an attendance policy. There was no reason to attend class other than to be marked present. All work and tests were done at home with the exception of one presentation.
"
